10066,21,female,instructions,"('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '26324')",,,,
10066,21,female,train,"('control_A_chosen', 'no')","('control_B_chosen', 'no')","('control_C_chosen', 'no')","('none_chosen', 'yes')","('_REACTION_TIME_', '79787')",
10066,21,female,train,"('control_A_chosen', 'no')","('control_B_chosen', 'no')","('control_C_chosen', 'no')","('none_chosen', 'yes')","('_REACTION_TIME_', '77355')",
10066,21,female,train_end,"('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '2446')",,,,
10066,21,female,high,"('answers_reported', '')","('firefighter_A_chosen', 'yes')","('firefighter_B_chosen', 'yes')","('firefighter_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '106578')"
10066,21,female,low,"('answers_reported', '')","('friend_A_chosen', 'yes')","('friend_B_chosen', 'yes')","('friend_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '69715')"
10066,21,female,high,"('answers_reported', '')","('tourist_A_chosen', 'yes')","('tourist_B_chosen', 'yes')","('tourist_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '78643')"
10066,21,female,control,"('control_A_chosen', 'no')","('control_B_chosen', 'yes')","('control_C_chosen', 'yes')","('none_chosen', 'no')","('_REACTION_TIME_', '86219')",
10066,21,female,low,"('answers_reported', '')","('friend_A_chosen', 'yes')","('friend_B_chosen', 'yes')","('friend_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '52548')"
10066,21,female,high,"('answers_reported', '')","('inspector_A_chosen', 'yes')","('inspector_B_chosen', 'yes')","('inspector_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '72683')"
10066,21,female,control,"('control_A_chosen', 'yes')","('control_B_chosen', 'no')","('control_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '62364')",
10066,21,female,low,"('answers_reported', '')","('friend_A_chosen', 'yes')","('friend_B_chosen', 'yes')","('friend_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '58212')"
10066,21,female,high,"('answers_reported', '')","('advisor_A_chosen', 'yes')","('advisor_B_chosen', 'yes')","('advisor_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '132247')"
10066,21,female,low,"('answers_reported', '')","('consultant_A_chosen', 'yes')","('consultant_B_chosen', 'yes')","('consultant_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '39182')"
10066,21,female,control,"('control_A_chosen', 'no')","('control_B_chosen', 'no')","('control_C_chosen', 'no')","('none_chosen', 'yes')","('_REACTION_TIME_', '41685')",
10066,21,female,high,"('answers_reported', '')","('investigator_A_chosen', 'yes')","('investigator_B_chosen', 'no')","('investigator_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '77611')"
10066,21,female,low,"('answers_reported', '')","('friend_A_chosen', 'yes')","('friend_B_chosen', 'yes')","('friend_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '30748')"
10066,21,female,control,"('control_A_chosen', 'no')","('control_B_chosen', 'no')","('control_C_chosen', 'no')","('none_chosen', 'yes')","('_REACTION_TIME_', '66292')",
11356,20,female,instructions,"('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '28240')",,,,
11356,20,female,train,"('control_A_chosen', 'no')","('control_B_chosen', 'yes')","('control_C_chosen', 'yes')","('none_chosen', 'no')","('_REACTION_TIME_', '58076')",
11356,20,female,train,"('control_A_chosen', 'no')","('control_B_chosen', 'no')","('control_C_chosen', 'no')","('none_chosen', 'yes')","('_REACTION_TIME_', '40956')",
11356,20,female,train_end,"('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '2205')",,,,
11356,20,female,low,"('answers_reported', '')","('friend_A_chosen', 'yes')","('friend_B_chosen', 'yes')","('friend_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '50683')"
11356,20,female,high,"('answers_reported', '')","('firefighter_A_chosen', 'no')","('firefighter_B_chosen', 'yes')","('firefighter_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '85098')"
11356,20,female,low,"('answers_reported', '')","('friend_A_chosen', 'no')","('friend_B_chosen', 'yes')","('friend_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '33298')"
11356,20,female,control,"('control_A_chosen', 'yes')","('control_B_chosen', 'no')","('control_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '24964')",
11356,20,female,high,"('answers_reported', '')","('inspector_A_chosen', 'yes')","('inspector_B_chosen', 'yes')","('inspector_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '43436')"
